Time,Temp1,Temp2,Temp3,Temp4,Temp5,Temp6
6/4/22 11:29,199.0,189.8,195.7,233.1,200.8,280.7
6/4/22 11:29,316.6,326.8,342.6,227.5,235.2,262.3
6/4/22 11:29,281.3,379.0,320.3,349.9,304.9,450.5
6/4/22 11:29,311.5,428.2,301.7,499.6,355.0,491.5
6/4/22 11:29,351.0,380.8,620.6,426.0,456.2,499.4
6/4/22 11:29,688.0,659.7,676.9,478.2,543.9,639.2
6/4/22 11:29,724.5,663.7,458.6,756.1,682.6,610.5
6/4/22 11:29,491.3,757.3,600.0,605.8,635.4,668.3
6/4/22 11:29,639.2,634.1,443.0,618.8,487.8,611.2
6/4/22 11:29,641.5,377.1,366.2,649.0,631.9,519.6
6/4/22 11:29,437.4,331.3,364.6,441.3,321.7,251.6
6/4/22 11:29,247.0,168.8,189.7,166.4,149.2,215.8
6/4/22 11:29,40.7,45.1,41.9,62.3,59.1,62.4
6/4/22 11:29,15.0,25.8,27.2,20.9,15.2,18.5
6/4/22 11:29,18.1,32.1,30.6,23.0,31.4,32.4
6/4/22 11:29,25.0,22.7,20.8,16.7,21.6,23.6
6/4/22 11:29,20.8,16.3,21.3,15.0,12.7,15.3
6/4/22 11:29,17.4,26.8,25.1,26.0,19.8,21.9
6/4/22 11:29,23.2,20.4,22.7,23.1,18.2,22.3
6/4/22 11:29,24.9,28.0,25.0,19.3,21.2,25.3
6/4/22 11:29,21.4,19.8,20.4,17.3,17.2,20.9
6/4/22 11:29,32.1,27.5,25.4,17.8,31.3,23.9
6/4/22 11:29,14.0,14.3,22.3,21.5,22.0,15.0
6/4/22 11:29,23.2,16.3,26.5,24.2,16.2,21.3
6/4/22 11:29,36.5,36.4,25.2,44.2,26.0,43.7
6/4/22 11:29,51.9,52.8,37.6,62.7,40.8,35.2
6/4/22 11:29,72.8,91.2,87.6,76.2,54.4,61.3
6/4/22 11:29,126.9,108.3,114.0,73.6,125.6,129.6
6/4/22 11:29,117.1,149.1,112.1,160.5,122.4,159.7
6/4/22 11:29,185.9,158.1,194.0,113.0,105.4,111.8
6/4/22 11:29,271.8,171.2,262.1,198.3,162.9,264.9
6/4/22 11:29,263.4,300.1,324.5,213.5,264.9,328.0
6/4/22 11:29,442.8,442.1,341.5,436.4,298.7,285.6
6/4/22 11:29,379.4,427.5,405.0,411.1,408.1,500.3
6/4/22 11:29,430.8,578.2,555.5,566.1,527.3,601.1
6/4/22 11:29,734.3,448.2,569.4,678.3,707.2,778.6
6/4/22 11:29,494.3,581.2,750.2,458.9,623.3,526.6
6/4/22 11:29,772.6,680.2,556.6,615.0,621.3,657.7
6/4/22 11:29,421.1,598.4,474.6,591.0,442.7,494.4
6/4/22 11:29,489.6,461.7,506.1,494.1,457.1,521.3
6/4/22 11:29,298.3,245.1,395.8,446.2,262.6,437.4
6/4/22 11:29,192.1,204.3,218.0,148.1,204.0,259.2
